Company ID,Company Name,Name Source,Website URL,Career URL,LinkedIn URL,Email,Location,Tech Stack,Employee Count Hint,AIUB/Total Hint,Status/Research Hint,Notes,Additional Websites,Additional Career URLs,Additional LinkedIn URLs,Additional Emails,Corporate Domains,Source Rows,Source Row Count,Needs Manual Review,Review Reasons,Needs Enrichment,Enrichment Reasons,Active,Recommended Action
C0470,Ael BD,linkedin_inferred,,,https://www.linkedin.com/company/ael-bd/,,,,,,,,,,,,,594,1,NO,,YES,Company name inferred from domain/LinkedIn/email; Missing company/career website,YES,ENRICH_FROM_LINKEDIN
C0625,Aestheticeurasia,domain_inferred,https://www.aestheticeurasia.com/,,https://www.linkedin.com/company/aesthetic-eurasia-ltd/?originalSubdomain=bd,,,,,1/23,,Tech Stack: https://www.aestheticeurasia.com/ | Openning: 1 of 23 (Senior HR),,,,,aestheticeurasia.com,765,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,FIND_CAREER_PAGE
C0509,Againsoft,domain_inferred,,https://www.againsoft.com/career,,,,,,,planning,Is Applied: planning,,,,,againsoft.com,635,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,MONITOR_READY
C0359,Agile Bytes,domain_inferred,https://agile-bytes.com/,,,,,,,,,,,,,,agile-bytes.com,466,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,FIND_CAREER_PAGE
C0290,Ahsantechnologies,domain_inferred,,https://ahsantechnologies.com/career.html,,,,,,,,Openning: no backend found,,,,,ahsantechnologies.com,393,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,MONITOR_READY
C0914,Aiprojukti,domain_inferred,,https://www.aiprojukti.com/career,,,,"ai, cyber",,,,"Openning: ai, cyber",,,,,aiprojukti.com,1090,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,MONITOR_READY
C0184,AjkerDeal,explicit,https://ajkerdeal.com,,,,,,,,,,,,,,ajkerdeal.com,258,1,NO,,NO,,YES,FIND_CAREER_PAGE
C0093,Akijibos,domain_inferred,https://akijibos.com,,https://www.linkedin.com/company/akijonline/people/?viewAsMember=true,,,,,,,Location: https://www.linkedin.com/company/akijonline/people/?viewAsMember=true,,,,,akijibos.com,124,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,FIND_CAREER_PAGE
C0136,Alchemy Software,explicit,https://alchemy-bd.com/,https://alchemy-bd.com/career/,,,,,,,,Comment: not good site,,,,,alchemy-bd.com,185; 418; 1289,3,YES,Source review: name_only_no_url_email,NO,,YES,MANUAL_REVIEW
C0521,Aljaami,domain_inferred,,https://www.aljaami.com.bd/careers,,,khulna,,,,,Tech Stack: kushtia khulna,,,,,aljaami.com.bd,648,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,MONITOR_READY
C0191,All Company,explicit,https://basis.org.bd/member-list,,,,,,,,,"Location: https://basis.org.bd/member-list || Openning: DMT || Tech Stack: networking, computing, storage, power, cooling, security etc | Years of Exp want: AIUB | Location: blue solution",https://basis.org.bd/company-profile/22-10-038; https://basis.org.bd/company-profile/22-11-032,,,,basis.org.bd,288; 358; 373,3,NO,,NO,,YES,FIND_CAREER_PAGE
C0977,Alpha,domain_inferred,,https://www.alpha.net.bd/careers/,,,,"flutter, python",,,,"Tech Stack: frontend, flutter, python | Specialization They Need: bogura, dhk",,,,,alpha.net.bd,1168,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,MONITOR_READY
C0250,Alphabytetech,domain_inferred,https://www.alphabytetech.com/alphabyte_team.php,,,,uttara,php,,,,Openning: uttara | Specialization They Need: need to contact HR,,,,,alphabytetech.com,350,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,FIND_CAREER_PAGE
C0556,Altersense Limited,linkedin_inferred,,,https://www.linkedin.com/company/altersense-limited/?originalSubdomain=bd,,,,,2/36,,Openning: 2 of 36,,,,,,683,1,NO,,YES,Company name inferred from domain/LinkedIn/email; Missing company/career website,YES,ENRICH_FROM_LINKEDIN
C0121,AmarStock,explicit,,,,,,,,,,,,,,,,159,1,YES,Source review: name_only_no_url_email,YES,Missing company/career website,YES,MANUAL_REVIEW
C0217,Amazeventure,domain_inferred,https://amazeventure.net,,,,,,,,,,,,,,amazeventure.net,317,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,FIND_CAREER_PAGE
C0994,Amazingsoftbd,domain_inferred,https://www.amazingsoftbd.com/,,,,,,,,"hiring, no hiring, no hiring page",Tech Stack: no hiring page found,,,,,amazingsoftbd.com,1195,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,FIND_CAREER_PAGE
C1016,Ambalait,domain_inferred,,https://ambalait.com/career,,,,,,,no opening,Openning: no opening rn,,,,,ambalait.com,1224,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,MONITOR_READY
C0890,Ambersoftwaresolutions,domain_inferred,https://www.ambersoftwaresolutions.com/technology.html,,,,,,,,,Openning: asp.net,,,,,ambersoftwaresolutions.com,1061,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,FIND_CAREER_PAGE
C0879,Americanbestit,domain_inferred,,https://www.americanbestit.com/about-us/careers,,,,php,,,,Openning: php,,,,,americanbestit.com,1049,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,MONITOR_READY
C0438,Amz Solutions,domain_inferred,https://www.amz-solutions.com/,,https://www.linkedin.com/company/amz-solutions-limited/jobs/,,,,,,,Tech Stack: https://www.amz-solutions.com/,,,,,amz-solutions.com,553,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,FIND_CAREER_PAGE
C0362,Analyzenbd,domain_inferred,,https://www.analyzenbd.com/career,,,,,,,,Tech Stack: shumit shaha sir,,,,,analyzenbd.com,469,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,MONITOR_READY
C0637,Anchorblock,linkedin_inferred,,,https://www.linkedin.com/company/anchorblock/,,,,,1/8,,Specialization They Need: 1 of 8,,,,,,779,1,NO,,YES,Company name inferred from domain/LinkedIn/email; Missing company/career website,YES,ENRICH_FROM_LINKEDIN
C0010,Anchorblock Technology,explicit,https://anchorblock.ai/,,,,,ai,,,,,https://anchorblock.ai,,,,anchorblock.ai,26; 214,2,NO,,NO,,YES,FIND_CAREER_PAGE
C0586,Anirbansoft,linkedin_inferred,,,https://www.linkedin.com/company/anirbansoft/,,,,6.0,,,Openning: 6 emp,,,,,,713,1,NO,,YES,Company name inferred from domain/LinkedIn/email; Missing company/career website,YES,ENRICH_FROM_LINKEDIN
C1046,Anirbansoft,explicit,https://anirbansoft.com,,,,,,,,career not found,Comment: can not find urll || Comment: career not found,https://anirbansoft.com/,,,,anirbansoft.com,1292; 1309,2,YES,Multiple different explicit company names merged,NO,,YES,MANUAL_REVIEW
C0963,Annanovas,email_inferred,,,,jobs@annanovas.com,,,,,,Is Applied: virus issue,,,,,,1153,1,YES,Source review: contact_only,YES,Company name inferred from domain/LinkedIn/email; Missing company/career website,YES,MANUAL_REVIEW
C0641,Antopolis,linkedin_inferred,,,https://www.linkedin.com/company/antopolis/,,,,,1/28,,Specialization They Need: 1 of 28,,,,,,783,1,NO,,YES,Company name inferred from domain/LinkedIn/email; Missing company/career website,YES,ENRICH_FROM_LINKEDIN
C0915,Anwargroup,domain_inferred,,https://www.anwargroup.com/career.html,,,,java,,,,"Openning: java, frontend backend",,,,,anwargroup.com,1091,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,MONITOR_READY
C0789,Anyconnect,domain_inferred,,https://anyconnect.com/careers,,,,,,,,Tech Stack: opportunity here | Openning: try,,,,,anyconnect.com,939,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,MONITOR_READY
C0791,Aplicaro,domain_inferred,https://etrackersolution.aplicaro.com/,https://etrackersolution.com/career/#,,,,,,,,Tech Stack: https://etrackersolution.com/career/# | Specialization They Need: try,,,,,aplicaro.com; etrackersolution.com,941,1,YES,Multiple corporate domains; Source review: multiple_domains,YES,Company name inferred from domain/LinkedIn/email,YES,MANUAL_REVIEW
C0699,Appdevs,domain_inferred,https://appdevs.net/join-our-team,,https://www.linkedin.com/company/appdevs/?originalSubdomain=bd,career@appdevs.net,,,19.0,,planning,Tech Stack: https://www.linkedin.com/company/appdevs/?originalSubdomain=bd | Years of Exp want: 19 emp | Is Applied: planning | Location: https://appdevs.net/join-our-team,,,,,appdevs.net,843,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,FIND_CAREER_PAGE
C0092,Appifylab,explicit,https://www.appifylab.com,,,,,,,,,,,,,,appifylab.com,123,1,NO,,NO,,YES,FIND_CAREER_PAGE
C0837,Appinionbd,domain_inferred,,https://www.appinionbd.com/career/life-at-appinion/,https://www.linkedin.com/company/appinionbdlimited/,,,,,2/30,,Openning: cool | Specialization They Need: 2 of 30 | Location: https://www.linkedin.com/company/appinionbdlimited/,,,,,appinionbd.com,997,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,MONITOR_READY
C0788,Appnap,domain_inferred,,https://appnap.io/career,,career@appnap.io,,,,,must apply,Tech Stack: MUST APPLY | Openning: https://appnap.io/career | Specialization They Need: progoti sharani,,,,,appnap.io,938,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,MONITOR_READY
C0034,Appscode,domain_inferred,https://appscode.com/,,,,,,,,,,,,,,appscode.com,50,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,FIND_CAREER_PAGE
C0397,Apptimatic,linkedin_inferred,,,https://www.linkedin.com/company/apptimatic/,,,,,,,,,,,,,506,1,NO,,YES,Company name inferred from domain/LinkedIn/email; Missing company/career website,YES,ENRICH_FROM_LINKEDIN
C0774,Apptriangle,domain_inferred,,https://apptriangle.com/career/,,,,,,,hiring,Tech Stack: they are hiring,,,,,apptriangle.com,922,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,MONITOR_READY
C0455,Aprosoft,email_inferred,,,,careers@aprosoft.com,,,,,planning,Is Applied: planning,,,,,,574,1,YES,Source review: contact_only,YES,Company name inferred from domain/LinkedIn/email; Missing company/career website,YES,MANUAL_REVIEW
C0757,Apsis BD,linkedin_inferred,,,https://www.linkedin.com/company/apsis-bd/?originalSubdomain=bd,,,,,,,,,,,,,902,1,NO,,YES,Company name inferred from domain/LinkedIn/email; Missing company/career website,YES,ENRICH_FROM_LINKEDIN
C0088,Apurba Technologies,explicit,http://apurba.com.bd,,,,,,,,,,,,,,apurba.com.bd,119,1,NO,,NO,,YES,FIND_CAREER_PAGE
C0430,Apurbatech,domain_inferred,https://www.apurbatech.com/ https://www.fuadrahman.me/,,,,,,,,,Tech Stack: https://www.fuadrahman.me/,,,,,apurbatech.com,544,1,YES,Source review: multiple_domains,YES,Company name inferred from domain/LinkedIn/email,YES,MANUAL_REVIEW
C0953,Aqualinkbangladesh,domain_inferred,,https://aqualinkbangladesh.com/career,,,,,,,,Is Applied: yes,,,,,aqualinkbangladesh.com,1138,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,MONITOR_READY
C0685,Ara Technologies BD,linkedin_inferred,,,https://www.linkedin.com/company/ara-technologies-bd/,,,,,1/12,,Specialization They Need: 1 of 12,,,,,,829,1,NO,,YES,Company name inferred from domain/LinkedIn/email; Missing company/career website,YES,ENRICH_FROM_LINKEDIN
C0390,Arclitebd,domain_inferred,,https://www.arclitebd.com/career,,,,,,,,Tech Stack: game unity uiux,,,,,arclitebd.com,499,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,MONITOR_READY
C0758,Ardites,linkedin_inferred,,,https://www.linkedin.com/company/ardites/?viewAsMember=true,,,,,,,,,,,,,903,1,NO,,YES,Company name inferred from domain/LinkedIn/email; Missing company/career website,YES,ENRICH_FROM_LINKEDIN
C0612,Arisaftech,domain_inferred,,https://arisaftech.com/careers,https://www.linkedin.com/company/arisaf-tech/,,,,,1/6,planning,Tech Stack: 1 of 6 (HR) | Is Applied: planning | Location: https://www.linkedin.com/company/arisaf-tech/,,,,,arisaftech.com,739,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,MONITOR_READY
C1011,Arits,domain_inferred,,https://arits.tech/career,,,,,,,no opening,Openning: no opening rn,,,,,arits.tech,1217,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,MONITOR_READY
C0376,arobil,explicit,,,,,,laravel,,,,Openning: laravel,,,,,,483,1,YES,Source review: name_only_no_url_email,YES,Missing company/career website,YES,MANUAL_REVIEW
C0197,aroggo,explicit,,https://www.arogga.com/jobs,,,,,,,,Tech Stack: https://www.arogga.com/jobs,,,,,arogga.com,294,1,NO,,NO,,YES,MONITOR_READY
C0884,Arrowlinksoft,domain_inferred,,https://www.arrowlinksoft.com/career,,,,php,,,,Tech Stack: php,,,,,arrowlinksoft.com,1054,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,MONITOR_READY
C0805,Asdbd,domain_inferred,,https://asdbd.com/career/,,,,,,,,,,,,,asdbd.com,958,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,MONITOR_READY
C0517,Ashitsolution,domain_inferred,,https://www.ashitsolution.net/career,,,,python,,,,Tech Stack: python back end contract,,,,,ashitsolution.net,644,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,MONITOR_READY
C0255,Asia,domain_inferred,https://asia.agency/resources/,,,,,,,,,,,,,,asia.agency,355,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,FIND_CAREER_PAGE
C0851,Asl,domain_inferred,,https://www.asl.aero/careers,,,,django,,,promising,Tech Stack: django | Openning: promising,,,,,asl.aero,1014,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,MONITOR_READY
C0864,Aspiretss,domain_inferred,https://aspiretss.com/,,,,,"cyber, cyber security",,,,"Tech Stack: cyber security, WEB",,,,,aspiretss.com,1029,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,FIND_CAREER_PAGE
C0916,Astgd,domain_inferred,,https://astgd.com/careers,,,,dot net,,,,Tech Stack: dot net .. Nice Site,,,,,astgd.com,1092,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,MONITOR_READY
C0112,Astha IT,explicit,https://www.asthait.com,https://ait.inc/career/,,jobs@asthait.com,,,,,planning,Is Applied: planning | Location: https://ait.inc/career/,,,,,asthait.com; ait.inc,146; 575,2,YES,Multiple corporate domains,NO,,YES,MANUAL_REVIEW
C0736,Astil,linkedin_inferred,,,https://www.linkedin.com/company/astil/?originalSubdomain=bd,,,,1.0,,,Specialization They Need: 1 emp,,,,,,880,1,NO,,YES,Company name inferred from domain/LinkedIn/email; Missing company/career website,YES,ENRICH_FROM_LINKEDIN
C0931,Astiltd,domain_inferred,,https://www.astiltd.com/careers.php,,,,php,,,,Openning: DMT | Is Applied: yes | Re Apply Count: 22 Jun-e,,,,,astiltd.com,1115,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,MONITOR_READY
C0083,ATI Limited,explicit,https://atilimited.net,https://www.atilimited.net/career,,,uttara,,,,,Tech Stack: Uttara,,,,,atilimited.net,114; 308,2,NO,,NO,,YES,MONITOR_READY
C1027,Att BD,domain_inferred,http://att-bd.com/,,,,,,,,"hiring, no hiring, no hiring page",Tech Stack: no hiring page found,,,,,att-bd.com,1236,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,FIND_CAREER_PAGE
C0607,Attrabit,domain_inferred,,https://www.attrabit.net/recruitment,https://www.linkedin.com/company/attrabit-ict-solution/,,,,3.0,,,Openning: hire backend | Specialization They Need: 3 emp | Location: https://www.linkedin.com/company/attrabit-ict-solution/,,,,,attrabit.net,734,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,MONITOR_READY
C0380,Audacityventures,domain_inferred,,https://audacityventures.ca/careers,,,,go,,,,Openning: go,,,,,audacityventures.ca,487,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,MONITOR_READY
C0002,authLab,explicit,https://authlab.io/,https://authlab.io/jobs/,,,sylet,,,,outdated,Years of Exp want: 4 years senior soft eng | Comment: Sylet outdated,,,,,authlab.io,10; 184,2,YES,Source review: name_only_no_url_email,NO,,YES,MANUAL_REVIEW
C0738,Autofysolutions,linkedin_inferred,,,https://www.linkedin.com/company/autofysolutions/?originalSubdomain=bd,,,,6.0,,,Specialization They Need: 6 emp,,,,,,883,1,NO,,YES,Company name inferred from domain/LinkedIn/email; Missing company/career website,YES,ENRICH_FROM_LINKEDIN
C1045,Avenir IP Limited,explicit,https://avenirip.com/,,,,,,,,,Is Applied: -----,,,,,avenirip.com,1277,1,NO,,NO,,YES,FIND_CAREER_PAGE
C1035,Avianbpo,domain_inferred,https://avianbpo.com/,,,,,,,,,,,,,,avianbpo.com,1246,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,FIND_CAREER_PAGE
C0647,Axentecplc,linkedin_inferred,,,https://www.linkedin.com/company/axentecplc/?originalSubdomain=bd,,,,,13/112,,Specialization They Need: 13 of 112,,,,,,789,1,NO,,YES,Company name inferred from domain/LinkedIn/email; Missing company/career website,YES,ENRICH_FROM_LINKEDIN
C0810,Axilweb,domain_inferred,https://jobs.axilweb.com/,,,,,,,2/36,,Openning: cool | Specialization They Need: 2 of 36,,,,,axilweb.com,966,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,FIND_CAREER_PAGE
C0420,Ayaantec,domain_inferred,https://www.ayaantec.com/#career,,https://www.linkedin.com/company/ayaan-tech-limited/,,,php,5.0,,,Tech Stack: https://www.ayaantec.com/#career | Specialization They Need: 5 emp | Years of Exp want: php,,,,,ayaantec.com,533,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,FIND_CAREER_PAGE
C0003,Azim & Son,explicit,https://azimandson.com/,,,,,,,,not working,Comment: not working,,,,,azimandson.com,11,1,NO,,NO,,YES,FIND_CAREER_PAGE
C0434,Azolution,linkedin_inferred,,,https://www.linkedin.com/company/azolution/?originalSubdomain=bd,,,,,,,,,,,,,549,1,NO,,YES,Company name inferred from domain/LinkedIn/email; Missing company/career website,YES,ENRICH_FROM_LINKEDIN
C0881,Bacbonltd,domain_inferred,,https://www.bacbonltd.com/career.php,,,,php,,,promising,Openning: php | Specialization They Need: promising,,,,,bacbonltd.com,1051,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,MONITOR_READY
C0115,Bagdoom,explicit,,,,,,,,,,,,,,,,153,1,YES,Source review: name_only_no_url_email,YES,Missing company/career website,YES,MANUAL_REVIEW
C0928,Baitsbd,domain_inferred,,https://www.baitsbd.com/career,,,pallabi,,,,,Tech Stack: pallabi | Is Applied: yes,,,,,baitsbd.com,1112,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,MONITOR_READY
C0429,Banglafire,domain_inferred,https://banglafire.com/,,https://www.linkedin.com/company/banglafire-solution-limited/,,,,,1/20,,Specialization They Need: 1 of 20 | Location: https://www.linkedin.com/company/banglafire-solution-limited/,,,,,banglafire.com,543; 1001,2,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,FIND_CAREER_PAGE
C0129,Base IT Solutions,explicit,,,,,,,,,,,,,,,,167,1,YES,Source review: name_only_no_url_email,YES,Missing company/career website,YES,MANUAL_REVIEW
C0152,Battery Low Interactive,explicit,https://batterylowinteractive.com,,,,,,,,,Is Applied: yes | Re Apply Count: 29 Apr | Comment: Good,https://batterylowinteractive.com/,,,,batterylowinteractive.com,206; 1104,2,NO,,NO,,YES,FIND_CAREER_PAGE
C0170,BCI Technosys,explicit,https://bcitechnosys.com,,,,,,,,not loading,Comment: can not find urll || Comment: site is not loading,https://bcitechnosys.com/,,,,bcitechnosys.com,234; 1271,2,NO,,NO,,YES,FIND_CAREER_PAGE
C0491,bcommerce,explicit,https://bcommerce.io/,,,,,,,,,Location: https://bcommerce.io/,,,,,bcommerce.io,617,1,NO,,NO,,YES,FIND_CAREER_PAGE
C0608,Bdmicrosolutions,domain_inferred,,https://www.bdmicrosolutions.net/career,https://www.linkedin.com/company/bdmicrosolutions/,,,c#,,,,Tech Stack: https://www.bdmicrosolutions.net/career | Specialization They Need: c# mvc dev,,,,,bdmicrosolutions.net,735,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,MONITOR_READY
C0073,BDTask,explicit,https://www.bdtask.com/,https://www.bdtask.com/career.php,,,,"php; django, php, python, react; django, php",,,,"Tech Stack: python django react || Tech Stack: php, django",,,,,bdtask.com,94; 186; 1027; 1045,4,YES,Source review: name_only_no_url_email,NO,,YES,MANUAL_REVIEW
C0808,Bdtradeinfo,domain_inferred,https://www.bdtradeinfo.com/,,,,,,,,interesting,Tech Stack: Interesting Site,,,,,bdtradeinfo.com,964,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,FIND_CAREER_PAGE
C0304,Beatniktechnology,domain_inferred,https://beatniktechnology.com/,,,,mohakhali,,,,,Tech Stack: chatbot technical architect role .. odvut | Specialization They Need: mohakhali,,,,,beatniktechnology.com,407,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,FIND_CAREER_PAGE
C0638,Bedatasolutions,domain_inferred,https://bedatasolutions.com/,,https://www.linkedin.com/company/be-data-solutions/,,,,,2/22,,Tech Stack: https://bedatasolutions.com/ | Specialization They Need: 2 of 22,,,,,bedatasolutions.com,780,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,FIND_CAREER_PAGE
C0749,Benchmark Software Bangladesh Ltd,linkedin_inferred,,,https://www.linkedin.com/company/benchmark-software-bangladesh-ltd/,,,java,,,,Specialization They Need: java,,,,,,894,1,NO,,YES,Company name inferred from domain/LinkedIn/email; Missing company/career website,YES,ENRICH_FROM_LINKEDIN
